id,transaction_id,priority,status,reason,created_step,unread,contact
RC00000516,TX0000048962,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,602,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000517,TX0000049036,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,676,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000518,TX0000049073,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,713,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000519,TX0000049231,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,127,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000520,TX0000049283,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,179,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000521,TX0000049453,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,349,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000522,TX0000049611,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,507,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000523,TX0000049648,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,544,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000524,TX0000049685,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,581,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000525,TX0000049806,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,702,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000526,TX0000049843,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,739,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000527,TX0000050001,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,153,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000528,TX0000050223,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,375,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000529,TX0000050260,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,412,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000530,TX0000050381,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,533,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000531,TX0000050418,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,570,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000532,TX0000050455,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,607,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000533,TX0000050576,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,728,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000534,TX0000050613,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,21,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000535,TX0000050993,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,401,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000536,TX0000051030,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,438,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000537,TX0000051151,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,559,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000538,TX0000051188,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,596,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000539,TX0000051225,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,633,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000540,TX0000051346,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,10,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000541,TX0000051383,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,47,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000542,TX0000051385,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,49,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000543,TX0000051763,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,427,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000544,TX0000051800,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,464,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000545,TX0000051921,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,585,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000546,TX0000051958,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,622,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000547,TX0000051995,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,659,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000548,TX0000052116,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,36,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000549,TX0000052153,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,73,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000550,TX0000052533,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,453,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000551,TX0000052570,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,490,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000552,TX0000052691,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,611,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000553,TX0000052728,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,648,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000554,TX0000052765,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,685,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000555,TX0000052923,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,99,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000556,TX0000053145,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,321,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000557,TX0000053303,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,479,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000558,TX0000053340,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,516,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000559,TX0000053461,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,637,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000560,TX0000053498,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,674,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000561,TX0000053535,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,711,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000562,TX0000053693,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,125,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000563,TX0000053915,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,347,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000564,TX0000054073,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,505,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000565,TX0000054110,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,542,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000566,TX0000054231,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,663,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000567,TX0000054268,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,700,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000568,TX0000054305,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,737,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000569,TX0000054685,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,373,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000570,TX0000054722,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,410,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000571,TX0000054843,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,531,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000572,TX0000054880,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,568,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000573,TX0000055001,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,689,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000574,TX0000055038,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,726,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000575,TX0000055075,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,19,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000576,TX0000055260,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,204,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000577,TX0000055455,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,399,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000578,TX0000055492,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,436,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000579,TX0000055613,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,557,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000580,TX0000055650,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,594,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000581,TX0000055808,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,8,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000582,TX0000055845,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,45,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000583,TX0000056030,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,230,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000584,TX0000056225,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,425,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000585,TX0000056262,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,462,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000586,TX0000056299,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,499,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000587,TX0000056383,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,583,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000588,TX0000056420,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,620,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000589,TX0000056615,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,71,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000590,TX0000056800,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,256,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000591,TX0000056837,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,293,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000592,TX0000056995,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,451,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000593,TX0000057032,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,488,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000594,TX0000057069,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,525,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000595,TX0000057153,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,609,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000596,TX0000057190,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,646,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000597,TX0000057385,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,97,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000598,TX0000057570,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,282,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000599,TX0000057607,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,319,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000600,TX0000057765,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,477,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000601,TX0000057795,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,507,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000602,TX0000057802,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,514,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000603,TX0000057839,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,551,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000604,TX0000057923,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,635,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000605,TX0000057960,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,672,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000606,TX0000058340,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,308,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000607,TX0000058377,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,345,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000608,TX0000058535,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,503,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000609,TX0000058572,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,540,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000610,TX0000058609,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,577,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000611,TX0000058693,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,661,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000612,TX0000058730,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,698,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000613,TX0000059110,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,334,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000614,TX0000059147,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,371,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000615,TX0000059305,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,529,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000616,TX0000059342,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,566,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000617,TX0000059379,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,603,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000618,TX0000059500,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,724,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000619,TX0000059722,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,202,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000620,TX0000059880,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,360,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000621,TX0000059897,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,377,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000622,TX0000059917,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,397,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000623,TX0000060075,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,555,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000624,TX0000060112,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,592,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000625,TX0000060149,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,629,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000626,TX0000060270,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,6,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000627,TX0000060492,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,228,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000628,TX0000060650,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,386,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000629,TX0000060667,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,403,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000630,TX0000060687,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,423,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000631,TX0000060845,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,581,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000632,TX0000060882,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,618,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000633,TX0000060919,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,655,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000634,TX0000061262,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,254,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000635,TX0000061299,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,291,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000636,TX0000061420,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,412,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000637,TX0000061457,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,449,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000638,TX0000061568,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,560,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000639,TX0000061615,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,607,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000640,TX0000061652,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,644,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000641,TX0000061689,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,681,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000642,TX0000062032,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,280,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000643,TX0000062069,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,317,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000644,TX0000062190,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,438,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000645,TX0000062227,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,475,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000646,TX0000062338,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,586,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000647,TX0000062385,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,633,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000648,TX0000062422,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,670,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000649,TX0000062459,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,707,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000650,TX0000062769,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,273,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000651,TX0000062802,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,306,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000652,TX0000062839,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,343,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000653,TX0000062960,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,464,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000654,TX0000062997,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,501,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000655,TX0000063108,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,612,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000656,TX0000063192,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,696,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000657,TX0000063229,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,733,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000658,TX0000063414,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,174,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000659,TX0000063539,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,299,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000660,TX0000063572,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,332,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000661,TX0000063609,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,369,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000662,TX0000063730,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,490,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000663,TX0000063767,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,527,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000664,TX0000063878,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,638,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000665,TX0000063962,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,722,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000666,TX0000063999,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,15,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000667,TX0000064184,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,200,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000668,TX0000064342,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,358,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000669,TX0000064379,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,395,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000670,TX0000064500,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,516,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000671,TX0000064537,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,553,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000672,TX0000064648,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,664,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000673,TX0000064769,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,41,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000674,TX0000064954,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,226,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000675,TX0000064991,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,263,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000676,TX0000065112,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,384,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000677,TX0000065149,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,421,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000678,TX0000065270,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,542,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000679,TX0000065307,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,579,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000680,TX0000065418,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,690,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000681,TX0000065539,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,67,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000682,TX0000065641,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,169,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000683,TX0000065724,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,252,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000684,TX0000065761,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,289,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000685,TX0000065882,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,410,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000686,TX0000065919,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,447,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000687,TX0000066077,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,605,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000688,TX0000066188,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,716,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000689,TX0000066299,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,83,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000690,TX0000066411,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,195,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000691,TX0000066494,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,278,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000692,TX0000066531,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,315,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000693,TX0000066652,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,436,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000694,TX0000066689,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,473,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000695,TX0000066837,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,621,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000696,TX0000066847,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,631,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000697,TX0000066958,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,742,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000698,TX0000067069,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,109,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000699,TX0000067106,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,146,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000700,TX0000067264,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,304,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000701,TX0000067301,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,341,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000702,TX0000067422,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,462,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000703,TX0000067459,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,499,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000704,TX0000067607,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,647,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000705,TX0000067728,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,24,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000706,TX0000067839,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,135,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000707,TX0000067876,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,172,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000708,TX0000068034,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,330,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000709,TX0000068071,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,367,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000710,TX0000068192,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,488,1,Risk operations review requested for elevated merchant and amount pattern.
