case_id,score,confidence,narrative,payload_json,resolved_payload_json
RC00000572,93,0.9100,High-confidence fraud investigation for RC00000572; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-172"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000573,53,0.7800,Elevated-risk investigation for RC00000573; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-173"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000574,53,0.7800,Elevated-risk investigation for RC00000574; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000575,53,0.7800,Elevated-risk investigation for RC00000575; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-175"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000576,57,0.7800,Elevated-risk investigation for RC00000576; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000577,52,0.7800,Elevated-risk investigation for RC00000577; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-177"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000578,52,0.7800,Elevated-risk investigation for RC00000578; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-178"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000579,57,0.7800,Elevated-risk investigation for RC00000579; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000580,98,0.9100,High-confidence fraud investigation for RC00000580; keep the transaction held and open dispute workflow.,"{""score"":98,""confidence"":0.91,""ring"":""RING-180"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000581,56,0.7800,Elevated-risk investigation for RC00000581; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-181"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000582,55,0.7800,Elevated-risk investigation for RC00000582; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000583,54,0.7800,Elevated-risk investigation for RC00000583; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000584,53,0.7800,Elevated-risk investigation for RC00000584; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-184"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000585,54,0.7800,Elevated-risk investigation for RC00000585; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000586,89,0.9100,High-confidence fraud investigation for RC00000586; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-186"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000587,58,0.7800,Elevated-risk investigation for RC00000587; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000588,99,0.9100,High-confidence fraud investigation for RC00000588; keep the transaction held and open dispute workflow.,"{""score"":99,""confidence"":0.91,""ring"":""RING-188"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000589,54,0.7800,Elevated-risk investigation for RC00000589; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-189"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000590,53,0.7800,Elevated-risk investigation for RC00000590; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-190"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000591,53,0.7800,Elevated-risk investigation for RC00000591; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000592,54,0.7800,Elevated-risk investigation for RC00000592; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000593,54,0.7800,Elevated-risk investigation for RC00000593; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-193"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000594,93,0.9100,High-confidence fraud investigation for RC00000594; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-194"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000595,53,0.7800,Elevated-risk investigation for RC00000595; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-195"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000596,90,0.9100,High-confidence fraud investigation for RC00000596; keep the transaction held and open dispute workflow.,"{""score"":90,""confidence"":0.91,""ring"":""RING-196"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000597,52,0.7800,Elevated-risk investigation for RC00000597; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-197"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000598,56,0.7800,Elevated-risk investigation for RC00000598; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-198"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000599,56,0.7800,Elevated-risk investigation for RC00000599; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-199"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000600,55,0.7800,Elevated-risk investigation for RC00000600; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-140"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000601,97,0.9100,High-confidence fraud investigation for RC00000601; keep the transaction held and open dispute workflow.,"{""score"":97,""confidence"":0.91,""ring"":""RING-141"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000602,55,0.7800,Elevated-risk investigation for RC00000602; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-142"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000603,95,0.9100,High-confidence fraud investigation for RC00000603; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-143"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000604,54,0.7800,Elevated-risk investigation for RC00000604; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-144"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000605,92,0.9100,High-confidence fraud investigation for RC00000605; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-145"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000606,55,0.7800,Elevated-risk investigation for RC00000606; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-146"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000607,55,0.7800,Elevated-risk investigation for RC00000607; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-147"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000608,55,0.7800,Elevated-risk investigation for RC00000608; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-148"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000609,55,0.7800,Elevated-risk investigation for RC00000609; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-149"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000610,96,0.9100,High-confidence fraud investigation for RC00000610; keep the transaction held and open dispute workflow.,"{""score"":96,""confidence"":0.91,""ring"":""RING-150"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000611,55,0.7800,Elevated-risk investigation for RC00000611; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-151"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000612,94,0.9100,High-confidence fraud investigation for RC00000612; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-152"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000613,58,0.7800,Elevated-risk investigation for RC00000613; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-153"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000614,52,0.7800,Elevated-risk investigation for RC00000614; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-154"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000615,57,0.7800,Elevated-risk investigation for RC00000615; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-155"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000616,57,0.7800,Elevated-risk investigation for RC00000616; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-156"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000617,88,0.9100,High-confidence fraud investigation for RC00000617; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-157"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000618,96,0.9100,High-confidence fraud investigation for RC00000618; keep the transaction held and open dispute workflow.,"{""score"":96,""confidence"":0.91,""ring"":""RING-158"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000619,52,0.7800,Elevated-risk investigation for RC00000619; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-159"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000620,51,0.7800,Elevated-risk investigation for RC00000620; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-160"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000621,83,0.7800,Elevated-risk investigation for RC00000621; keep under review pending confirmation.,"{""score"":83,""confidence"":0.78,""ring"":""RING-161"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000622,51,0.7800,Elevated-risk investigation for RC00000622; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-162"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000623,52,0.7800,Elevated-risk investigation for RC00000623; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000624,52,0.7800,Elevated-risk investigation for RC00000624; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-164"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000625,90,0.9100,High-confidence fraud investigation for RC00000625; keep the transaction held and open dispute workflow.,"{""score"":90,""confidence"":0.91,""ring"":""RING-165"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000626,87,0.9100,High-confidence fraud investigation for RC00000626; keep the transaction held and open dispute workflow.,"{""score"":87,""confidence"":0.91,""ring"":""RING-166"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000627,55,0.7800,Elevated-risk investigation for RC00000627; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-167"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000628,54,0.7800,Elevated-risk investigation for RC00000628; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000629,94,0.9100,High-confidence fraud investigation for RC00000629; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-169"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000630,54,0.7800,Elevated-risk investigation for RC00000630; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-170"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000631,53,0.7800,Elevated-risk investigation for RC00000631; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-171"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000632,53,0.7800,Elevated-risk investigation for RC00000632; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-172"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000633,92,0.9100,High-confidence fraud investigation for RC00000633; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-173"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000634,57,0.7800,Elevated-risk investigation for RC00000634; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000635,54,0.7800,Elevated-risk investigation for RC00000635; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-175"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000636,56,0.7800,Elevated-risk investigation for RC00000636; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000637,53,0.7800,Elevated-risk investigation for RC00000637; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-177"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000638,86,0.9100,High-confidence fraud investigation for RC00000638; keep the transaction held and open dispute workflow.,"{""score"":86,""confidence"":0.91,""ring"":""RING-178"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000639,54,0.7800,Elevated-risk investigation for RC00000639; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000640,53,0.7800,Elevated-risk investigation for RC00000640; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-180"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000641,93,0.9100,High-confidence fraud investigation for RC00000641; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-181"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000642,57,0.7800,Elevated-risk investigation for RC00000642; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000643,52,0.7800,Elevated-risk investigation for RC00000643; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000644,56,0.7800,Elevated-risk investigation for RC00000644; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-184"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000645,56,0.7800,Elevated-risk investigation for RC00000645; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000646,88,0.9100,High-confidence fraud investigation for RC00000646; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-186"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000647,55,0.7800,Elevated-risk investigation for RC00000647; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000648,55,0.7800,Elevated-risk investigation for RC00000648; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-188"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000649,95,0.9100,High-confidence fraud investigation for RC00000649; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-189"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000650,95,0.9100,High-confidence fraud investigation for RC00000650; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-190"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000651,53,0.7800,Elevated-risk investigation for RC00000651; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000652,53,0.7800,Elevated-risk investigation for RC00000652; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000653,58,0.7800,Elevated-risk investigation for RC00000653; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-193"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000654,57,0.7800,Elevated-risk investigation for RC00000654; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-194"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000655,89,0.9100,High-confidence fraud investigation for RC00000655; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-195"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000656,53,0.7800,Elevated-risk investigation for RC00000656; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-196"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000657,87,0.9100,High-confidence fraud investigation for RC00000657; keep the transaction held and open dispute workflow.,"{""score"":87,""confidence"":0.91,""ring"":""RING-197"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000658,54,0.7800,Elevated-risk investigation for RC00000658; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-198"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000659,87,0.9100,High-confidence fraud investigation for RC00000659; keep the transaction held and open dispute workflow.,"{""score"":87,""confidence"":0.91,""ring"":""RING-199"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000660,53,0.7800,Elevated-risk investigation for RC00000660; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-140"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000661,53,0.7800,Elevated-risk investigation for RC00000661; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-141"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000662,52,0.7800,Elevated-risk investigation for RC00000662; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-142"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000663,52,0.7800,Elevated-risk investigation for RC00000663; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-143"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000664,91,0.9100,High-confidence fraud investigation for RC00000664; keep the transaction held and open dispute workflow.,"{""score"":91,""confidence"":0.91,""ring"":""RING-144"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000665,52,0.7800,Elevated-risk investigation for RC00000665; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-145"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000666,89,0.9100,High-confidence fraud investigation for RC00000666; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-146"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000667,56,0.7800,Elevated-risk investigation for RC00000667; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-147"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000668,55,0.7800,Elevated-risk investigation for RC00000668; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-148"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000669,55,0.7800,Elevated-risk investigation for RC00000669; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-149"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000670,54,0.7800,Elevated-risk investigation for RC00000670; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-150"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000671,54,0.7800,Elevated-risk investigation for RC00000671; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-151"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000672,95,0.9100,High-confidence fraud investigation for RC00000672; keep the transaction held and open dispute workflow.,"{""score"":95,""confidence"":0.91,""ring"":""RING-152"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000673,93,0.9100,High-confidence fraud investigation for RC00000673; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-153"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000674,56,0.7800,Elevated-risk investigation for RC00000674; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-154"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000675,55,0.7800,Elevated-risk investigation for RC00000675; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-155"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000676,55,0.7800,Elevated-risk investigation for RC00000676; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-156"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000677,55,0.7800,Elevated-risk investigation for RC00000677; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000678,54,0.7800,Elevated-risk investigation for RC00000678; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-158"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000679,54,0.7800,Elevated-risk investigation for RC00000679; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-159"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000680,94,0.9100,High-confidence fraud investigation for RC00000680; keep the transaction held and open dispute workflow.,"{""score"":94,""confidence"":0.91,""ring"":""RING-160"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000681,92,0.9100,High-confidence fraud investigation for RC00000681; keep the transaction held and open dispute workflow.,"{""score"":92,""confidence"":0.91,""ring"":""RING-161"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000682,89,0.9100,High-confidence fraud investigation for RC00000682; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-162"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000683,57,0.7800,Elevated-risk investigation for RC00000683; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000684,52,0.7800,Elevated-risk investigation for RC00000684; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-164"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000685,57,0.7800,Elevated-risk investigation for RC00000685; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000686,56,0.7800,Elevated-risk investigation for RC00000686; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000687,56,0.7800,Elevated-risk investigation for RC00000687; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-167"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000688,89,0.9100,High-confidence fraud investigation for RC00000688; keep the transaction held and open dispute workflow.,"{""score"":89,""confidence"":0.91,""ring"":""RING-168"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000689,53,0.7800,Elevated-risk investigation for RC00000689; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-169"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000690,97,0.9100,High-confidence fraud investigation for RC00000690; keep the transaction held and open dispute workflow.,"{""score"":97,""confidence"":0.91,""ring"":""RING-170"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000691,52,0.7800,Elevated-risk investigation for RC00000691; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-171"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000692,52,0.7800,Elevated-risk investigation for RC00000692; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-172"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000693,51,0.7800,Elevated-risk investigation for RC00000693; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-173"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000694,51,0.7800,Elevated-risk investigation for RC00000694; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000695,55,0.7800,Elevated-risk investigation for RC00000695; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-175"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000696,56,0.7800,Elevated-risk investigation for RC00000696; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000697,88,0.9100,High-confidence fraud investigation for RC00000697; keep the transaction held and open dispute workflow.,"{""score"":88,""confidence"":0.91,""ring"":""RING-177"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000698,54,0.7800,Elevated-risk investigation for RC00000698; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-178"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000699,55,0.7800,Elevated-risk investigation for RC00000699; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000700,54,0.7800,Elevated-risk investigation for RC00000700; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-180"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000701,54,0.7800,Elevated-risk investigation for RC00000701; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-181"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000702,53,0.7800,Elevated-risk investigation for RC00000702; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000703,53,0.7800,Elevated-risk investigation for RC00000703; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
